route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2932,1,470273,12 Delhi,,0,19624,9247,1,1
2932,1,470272,12 Delhi,,0,19623,9247,1,1
2932,1,470271,12 Delhi,,0,19622,9247,1,1
2932,1,470270,12 Delhi,,0,19624,9247,1,1
2932,1,470269,12 Delhi,,0,19622,9247,1,1
2932,1,470268,12 Delhi,,0,19624,9247,1,1
2932,1,470267,12 Delhi,,0,19622,9247,1,1
2932,1,470266,12 Delhi,,0,19624,9247,1,1
2932,1,470265,12 Delhi,,0,19622,9247,1,1
2932,1,470264,12 Delhi,,0,19624,9247,1,1
2932,1,470263,12 Delhi,,0,19622,9247,1,1
2932,1,470262,12 Delhi,,0,19624,9247,1,1
2932,1,470261,12 Delhi,,0,19622,9247,1,1
2932,1,470260,12 Delhi,,0,19624,9247,1,1
2932,1,470309,12 Delhi,,1,19622,9375,1,1
2932,1,470310,12 Delhi,,1,19624,9375,1,1
2932,1,470311,12 Delhi,,1,19622,9375,1,1
2932,1,470312,12 Delhi,,1,19624,9375,1,1
2932,1,470313,12 Delhi,,1,19623,9375,1,1
2932,1,470314,12 Delhi,,1,19622,9375,1,1
2932,1,470315,12 Delhi,,1,19625,9375,1,1
2932,1,470316,12 Delhi,,1,19624,9375,1,1
2932,1,470317,12 Delhi,,1,19623,9375,1,1
2932,1,470318,12 Delhi,,1,19622,9375,1,1
2932,1,470319,12 Delhi,,1,19625,9375,1,1
2932,1,470320,12 Delhi,,1,19624,9375,1,1
2932,1,470321,12 Delhi,,1,19623,9375,1,1
2932,1,470322,12 Delhi,,1,19622,9375,1,1
2932,1,470323,12 Delhi,,1,19625,9375,1,1
2932,1,470324,12 Delhi,,1,19624,9375,1,1
2932,1,470325,12 Delhi,,1,19623,9375,1,1
2932,1,470326,12 Delhi,,1,19622,9375,1,1
2932,1,470327,12 Delhi,,1,19625,9375,1,1
2932,1,470328,12 Delhi,,1,19624,9375,1,1
2932,1,470329,12 Delhi,,1,19623,9375,1,1
2932,1,470330,12 Delhi,,1,19622,9375,1,1
2932,1,470331,12 Delhi,,1,19625,9375,1,1
2932,1,470332,12 Delhi,,1,19624,9375,1,1
2932,1,470333,12 Delhi,,1,19623,9375,1,1
2932,1,470334,12 Delhi,,1,19622,9375,1,1
2932,1,470335,12 Delhi,,1,19625,9375,1,1
2932,1,470336,12 Delhi,,1,19624,9375,1,1
2932,1,470337,12 Delhi,,1,19623,9375,1,1
2932,1,470338,12 Delhi,,1,19622,9375,1,1
2932,1,470339,12 Delhi,,1,19625,9375,1,1
2932,1,470340,12 Delhi,,1,19624,9375,1,1
2932,1,470341,12 Delhi,,1,19623,9375,1,1
2932,1,470342,12 Delhi,,1,19622,9375,1,1
2932,1,470343,12 Delhi,,1,19625,9375,1,1
2932,1,470344,12 Delhi,,1,19624,9375,1,1
2932,1,470345,12 Delhi,,1,19623,9375,1,1
2932,1,470346,12 Delhi,,1,19622,9375,1,1
2932,1,470347,12 Delhi,,1,19624,9375,1,1
2932,1,470348,12 Delhi,,1,19622,9375,1,1
2932,1,470349,12 Delhi,,1,19624,9375,1,1
2932,1,470350,12 Delhi,,1,19622,9375,1,1
2932,1,470351,12 Delhi,,1,19624,9375,1,1
2932,1,470352,12 Delhi,,1,19622,9375,1,1
2932,1,470353,12 Delhi,,1,19624,9375,1,1
2932,1,470354,12 Delhi,,1,19622,9375,1,1
2932,1,470355,12 Delhi,,1,19624,9375,1,1
2932,1,470356,12 Delhi,,1,19622,9375,1,1
2932,1,470357,12 Delhi,,1,19624,9375,1,1
2933,1,470588,13 Eastview,,0,19645,9376,1,1
2933,1,470587,13 Eastview,,0,19645,9376,1,1
2933,1,470586,13 Eastview,,0,19645,9376,1,1
2933,1,470585,13 Eastview,,0,19645,9376,1,1
2933,1,470584,13 Eastview,,0,19646,9376,1,1
2933,1,470583,13 Eastview,,0,19645,9376,1,1
2933,1,470582,13 Eastview,,0,19646,9376,1,1
2933,1,470581,13 Eastview,,0,19645,9376,1,1
2933,1,470580,13 Eastview,,0,19646,9376,1,1
